car_id,car_number,car_model,car_type,transmission,drive_unit,engine_capacity,engine_volume,fuel_type,car_color,price
12312,У233АК_91,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,1304000
12313,М143ХТ_91,Land Rover Freelander II Рестайлинг,внедорожник,автомат,полный,150,2.2,дизель,чёрный,999000
12314,С983РТ_53,Skoda Octavia III (A7) Рестайлинг,лифтбек,автомат,передний,110,1.6,бензин,серый,1340000
12315,Т991АК_58,Porsche Macan I Рестайлинг,внедорожник,робот,полный,252,2.0,бензин,синий,6444000
12316,Е352ЕТ_99,BMW 7 серии Long 740Ld xDrive VI (G11/G12),седан,автомат,полный,320,3.0,дизель,чёрный,4435000
12317,С515ЕО_50,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,белый,1060000
12318,Р048ХА_19,Subaru Impreza WRX II,универсал,механика,полный,225,2.0,бензин,синий,1360000
12319,Е013НС_26,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,520000
12320,С955ЕР_22,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,299000
12321,С299УО_09,Mercedes-Benz G-Класс 500 III (W463),внедорожник,автомат,полный,422,4.0,бензин,чёрный,1069000
12322,Е787АВ_69,Mercedes-Benz GL-Класс 500 II (X166),внедорожник,автомат,полный,435,4.7,бензин,белый,1369000
12323,Т923ТО_25,Hyundai Solaris I,седан,механика,передний,123,1.6,бензин,чёрный,2533000
12324,Е922ЕО_54,Suzuki Grand Vitara III,внедорожник,механика,полный,140,2.0,бензин,чёрный,579000
12325,Н182УХ_25,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,649000
12326,В221ЕВ_43,Nissan Murano I (Z50),внедорожник,вариатор,полный,234,3.5,бензин,серый,974000
12327,Е548ВК_05,Honda Accord Type-S Type S VIII,седан,автомат,передний,201,2.4,бензин,синий,1274000
12328,Т283ЕН_46,BMW 5 серии 520d xDrive VII (G30/G31),седан,автомат,полный,190,2.0,дизель,чёрный,474000
12329,А825ВТ_75,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,685000
12330,Е936КВ_23,Nissan X-Trail I Рестайлинг,внедорожник,автомат,полный,165,2.5,бензин,чёрный,2926000
12331,К283НУ_58,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,1085000
12332,К666ОХ_73,Kia Optima IV,седан,автомат,передний,188,2.4,бензин,белый,1385000
12333,М680НМ_78,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,чёрный,695000
12334,В764УР_19,BMW 5 серии Gran Turismo 535d xDrive VI (F10/F11/F07),лифтбек,автомат,полный,300,3.0,дизель,чёрный,870000
12335,А701УА_40,Mercedes-Benz V-Класс L 250 d длинный II,минивэн,автомат,задний,190,2.1,дизель,чёрный,1375000
12336,К793УВ_59,Mercedes-Benz S-Класс 500 V (W221) Рестайлинг,седан,автомат,полный,435,4.7,бензин,серый,1479500
12337,А701УЕ_09,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,серый,1475000
12338,К259ОО_05,FAW Besturn X80 I Рестайлинг,внедорожник,механика,передний,142,2.0,бензин,синий,3519000
12339,А687РВ_98,Skoda Octavia II (A5) Рестайлинг,лифтбек,механика,передний,102,1.6,бензин,чёрный,1535000
12340,С996ХВ_34,Opel Astra H Рестайлинг,седан,автомат,передний,140,1.8,бензин,серый,1135000
12341,А762ОЕ_35,Infiniti QX70,внедорожник,автомат,полный,238,3.0,дизель,чёрный,1435000
12342,В218ВК_77,BMW X5 M I (E70),внедорожник,автомат,полный,555,4.4,бензин,серый,1229000
12343,С146УС_14,Mercedes-Benz E-Класс 300 I (W124),седан,автомат,задний,147,3.0,дизель,синий,699000
12344,М631ТО_23,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,серый,495000
12345,С927ВО_90,Nissan Juke I,внедорожник,вариатор,передний,117,1.6,бензин,белый,2059000
12346,С057ВР_48,Land Rover Range Rover Sport II,внедорожник,автомат,полный,340,3.0,бензин,серый,2390000
12347,Р827НР_91,Renault Megane III,хэтчбек,вариатор,передний,138,2.0,бензин,пурпурный,1200000
12348,К097СУ_34,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,1004000
12349,Н111ТТ_11,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,1304000
12350,Н345МР_61,Land Rover Freelander II Рестайлинг,внедорожник,автомат,полный,150,2.2,дизель,чёрный,999000
12351,К414ХР_83,Skoda Octavia III (A7) Рестайлинг,лифтбек,автомат,передний,110,1.6,бензин,серый,1340000
12352,Е544АО_69,Porsche Macan I Рестайлинг,внедорожник,робот,полный,252,2.0,бензин,синий,6444000
12353,Е820ТЕ_68,LADA (ВАЗ) 2121 (4x4) Рысь I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,519000
12354,К192НР_33,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,чёрный,1060000
12355,А595РС_32,Kia Optima IV,седан,автомат,передний,188,2.4,бензин,белый,1360000
12356,У616ВР_63,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,1375000
12357,Т085АН_34,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,870000
12358,Р974ХР_34,Peugeot 206,седан,механика,передний,75,1.4,бензин,чёрный,1069000
12359,А782СУ_15,Mercedes-Benz E-Класс 300 I (W124),седан,автомат,задний,147,3.0,дизель,серый,1369000
12360,Х055АК_62,Nissan X-Trail III,внедорожник,вариатор,полный,144,2.0,бензин,чёрный,180000
12361,Т505АР_75,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,1200000
12362,Т089НЕ_92,Audi A4 V (B9),седан,робот,полный,249,2.0,бензин,чёрный,1470000
12363,М445АМ_17,Tesla Model S 60 I,седан,автомат,передний,201,2.4,бензин,синий,974000
12364,С580ТК_98,Honda Accord Type-S Type S VIII,внедорожник,автомат,передний,123,1.6,бензин,белый,1274000
12365,Р332ТВ_19,Hyundai Creta II,внедорожник,робот,передний,105,1.2,бензин,белый,2339000
12366,У358МУ_29,Skoda Yeti I,купе,автомат,задний,460,6.8,бензин,чёрный,2755000
12367,Х340КТ_48,Rolls-Royce Phantom VII Рестайлинг (Series II),минивэн,автомат,полный,190,2.1,дизель,чёрный,685000
12368,А301ХР_51,Mercedes-Benz V-Класс XL 250 d экстра длинный II,седан,автомат,полный,320,3.0,дизель,чёрный,1085000
12369,Н825УО_72,BMW 7 серии Long 740Ld xDrive VI (G11/G12),внедорожник,механика,передний,123,1.6,бензин,чёрный,1385000
12370,Е734ОК_65,Hyundai Creta II,внедорожник,робот,полный,249,2.0,бензин,синий,649000
12371,К964СК_21,Audi Q5 II (FY),внедорожник,автомат,полный,435,4.7,бензин,белый,12498000
12372,О302АХ_80,Mercedes-Benz GL-Класс 500 II (X166),внедорожник,автомат,полный,165,2.5,бензин,чёрный,4435000
12373,О723НА_03,Nissan X-Trail I Рестайлинг,внедорожник,механика,полный,121,1.6,бензин,синий,1479500
12374,А708АУ_46,Hyundai Creta II,лифтбек,автомат,полный,300,3.0,дизель,чёрный,3109000
12375,О423СО_11,BMW 5 серии Gran Turismo 535d xDrive VI (F10/F11/F07),минивэн,автомат,задний,190,2.1,дизель,чёрный,2533000
12376,Е204ХР_32,Mercedes-Benz V-Класс L 250 d длинный II,седан,механика,передний,145,2.0,бензин,синий,695000
12377,О851ВВ_79,Ford Focus II,седан,автомат,полный,190,2.0,дизель,чёрный,1135000
12378,С441ТС_40,BMW 5 серии 520d xDrive VII (G30/G31),седан,механика,передний,123,1.6,бензин,чёрный,1435000
12379,Н848ХН_71,Hyundai Solaris I,лифтбек,робот,передний,152,1.8,бензин,чёрный,1475000
12380,В693ОУ_89,Skoda Superb DSG II Рестайлинг,внедорожник,механика,передний,123,1.6,бензин,синий,3519000
12381,Р180ХХ_52,Hyundai Creta II,внедорожник,механика,полный,150,2.3,бензин,пурпурный,299000
12382,В968ТМ_43,SsangYong Kyron I Рестайлинг,внедорожник,автомат,полный,238,3.0,дизель,чёрный,2926000
12383,А273СР_88,Infiniti QX70,хэтчбек,автомат,передний,109,1.6,бензин,белый,579000
12384,У743РН_90,Chevrolet Cruze I Рестайлинг,внедорожник,автомат,передний,123,1.6,бензин,синий,1100000
12385,В320ОР_84,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,1004000
12386,У803ХВ_45,Land Rover Freelander II Рестайлинг,внедорожник,автомат,полный,150,2.2,дизель,чёрный,999000
12387,Н816АР_80,Skoda Octavia III (A7) Рестайлинг,лифтбек,автомат,передний,110,1.6,бензин,серый,1340000
12388,Т044АН_80,Porsche Macan I Рестайлинг,внедорожник,робот,полный,252,2.0,бензин,синий,6444000
12389,Е725ОЕ_41,Subaru Impreza WRX II,универсал,механика,полный,225,2.0,бензин,синий,520000
12390,Р232УН_17,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,пурпурный,1060000
12391,Н720АМ_39,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,1360000
12392,О102ВР_18,Land Rover Range Rover Sport II,внедорожник,автомат,полный,340,3.0,бензин,серый,299000
12393,К143СТ_42,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,2590000
12394,Е245СК_05,Nissan Murano I (Z50),внедорожник,вариатор,полный,234,3.5,бензин,белый,1069000
12395,М990ЕХ_96,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,1369000
12396,С546УР_32,Volkswagen Jetta V,седан,автомат,передний,102,1.6,бензин,серый,474000
12397,У667НВ_07,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,870000
12398,У745ОУ_79,ИЖ 2126 «Ода»,хэтчбек,механика,задний,73,1.6,бензин,синий,373800
12399,М580РВ_65,Audi 100 IV (C4),седан,механика,передний,133,2.3,бензин,синий,974000
12400,А835АА_02,Mitsubishi Lancer IX Рестайлинг,седан,автомат,передний,98,1.6,бензин,пурпурный,1274000
12401,К063ТА_02,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,50000
12402,М855ТР_29,SsangYong Kyron I Рестайлинг,внедорожник,механика,полный,150,2.3,бензин,пурпурный,149000
12403,С859ХК_63,Ford Focus II Рестайлинг,хэтчбек,механика,передний,125,1.8,бензин,белый,280000
12404,А990СЕ_54,LADA (ВАЗ) Priora I,универсал,механика,передний,98,1.6,бензин,пурпурный,1085000
12405,К531УО_06,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,чёрный,1385000
12406,А589КУ_53,Mercedes-Benz E-Класс 300 I (W124),седан,автомат,задний,147,3.0,дизель,пурпурный,365000
12407,Х066ХХ_10,Dodge Challenger SRT Hellcat III Рестайлинг 2,купе,автомат,задний,717,6.2,бензин,чёрный,399000
12408,Н521КА_33,Rolls-Royce Phantom VII Рестайлинг (Series II),купе,автомат,задний,460,6.8,бензин,чёрный,238000
12409,В096ЕХ_35,Hyundai Getz I Рестайлинг,хэтчбек,автомат,передний,97,1.4,бензин,серый,1479500
12410,Р499НХ_73,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,белый,1200000
12411,А200ТК_61,Mercedes-Benz CLK-Класс 230 I (W208),купе,автомат,задний,193,2.3,бензин,белый,6270000
12412,К339УВ_59,Peugeot 207 I,хэтчбек,автомат,передний,120,1.6,бензин,синий,385000
12413,Т386ОС_56,Mercedes-Benz GL-Класс 500 II (X166),внедорожник,автомат,полный,435,4.7,бензин,белый,1135000
12414,М008ЕС_55,Mercedes-Benz GLE Coupe 350 d II (C167),внедорожник,автомат,полный,249,2.9,дизель,белый,1435000
12415,Н213ОТ_07,BMW 7 серии Long 740Ld xDrive VI (G11/G12),седан,автомат,полный,320,3.0,дизель,чёрный,300000
12416,К573ХЕ_40,Daihatsu YRV I,компактвэн,механика,передний,90,1.3,бензин,пурпурный,272000
12417,У819УН_99,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,чёрный,2533000
12418,М789УК_39,"Toyota Corolla IX (E120, E130) Рестайлинг",седан,механика,передний,110,1.5,бензин,синий,8239000
12419,О672НУ_67,Hyundai ix35 I,внедорожник,автомат,передний,150,2.0,бензин,чёрный,4435000
12420,А599ХН_81,Audi A4 V (B9),седан,робот,полный,249,2.0,бензин,чёрный,160000
12421,С079ОК_84,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,1004000
12422,А404ОТ_06,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,1304000
12423,А364МО_38,Land Rover Freelander II Рестайлинг,внедорожник,автомат,полный,150,2.2,дизель,чёрный,999000
12424,Р951АС_08,Skoda Octavia III (A7) Рестайлинг,лифтбек,автомат,передний,110,1.6,бензин,серый,1340000
12425,К553ЕР_20,Porsche Macan I Рестайлинг,внедорожник,робот,полный,252,2.0,бензин,синий,6444000
12426,У750АК_44,Renault Logan I,седан,механика,передний,75,1.4,бензин,синий,170000
12427,Х239ВА_02,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,пурпурный,1060000
12428,Т746НС_87,ЗАЗ 965,седан,механика,задний,27,0.9,бензин,чёрный,1360000
12429,У060ХТ_90,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,70000
12430,Т871МС_43,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,белый,299000
12431,Н326ЕА_67,Audi 100 IV (C4),седан,механика,передний,133,2.3,бензин,синий,1069000
12432,Х371УТ_97,Nissan Juke I,внедорожник,вариатор,передний,117,1.6,бензин,белый,1369000
12433,О860ЕВ_17,Mercedes-Benz G-Класс 500 III (W463),внедорожник,автомат,полный,422,4.0,бензин,чёрный,149000
12434,А052РВ_93,Mercedes-Benz 190 (W201),седан,механика,задний,105,2.0,бензин,белый,847000
12435,Р591ВУ_82,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,88000
12436,Р606НН_56,Subaru Impreza WRX II,универсал,механика,полный,225,2.0,бензин,синий,974000
12437,Х591ЕС_66,Mercedes-Benz E-Класс 300 I (W124),седан,автомат,задний,147,3.0,дизель,белый,1274000
12438,К083МХ_19,Skoda Superb DSG II Рестайлинг,лифтбек,робот,передний,152,1.8,бензин,чёрный,520000
12439,С286СУ_69,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,1200000
12440,В766МЕ_13,BMW M5 V (F10),седан,робот,задний,560,4.4,бензин,белый,1100000
12441,Е841ВС_92,Peugeot 206,седан,механика,передний,75,1.4,бензин,чёрный,1085000
12442,О211ТЕ_88,Hyundai ix35 I,внедорожник,автомат,передний,150,2.0,бензин,чёрный,1385000
12443,Т759ВХ_69,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,чёрный,2118000
12444,Е394ТО_31,SsangYong Kyron I Рестайлинг,внедорожник,механика,полный,150,2.3,бензин,пурпурный,180000
12445,Е894ОТ_42,Mercedes-Benz GL-Класс 500 II (X166),внедорожник,автомат,полный,435,4.7,бензин,белый,870000
12446,У791РХ_72,"Toyota Corolla IX (E120, E130) Рестайлинг",седан,механика,передний,110,1.5,бензин,чёрный,1479500
12447,В043КТ_13,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,серый,365000
12448,О246АН_73,Nissan Murano I (Z50),внедорожник,вариатор,полный,234,3.5,бензин,чёрный,2533000
12449,О381ВС_82,Hyundai Solaris I,седан,механика,передний,123,1.6,бензин,чёрный,307000
12450,В678ВУ_43,LADA (ВАЗ) Priora I,универсал,механика,передний,98,1.6,бензин,синий,1135000
12451,В987АР_13,Volkswagen Passat B7,седан,робот,передний,152,1.8,бензин,чёрный,1435000
12452,У084УМ_11,Honda Accord Type-S Type S VIII,седан,автомат,передний,201,2.4,бензин,синий,474000
12453,А599СО_01,Hyundai H-1 II Рестайлинг,минивэн,механика,задний,116,2.5,дизель,чёрный,579000
12454,К891ТЕ_98,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,пурпурный,238000
12455,М329РТ_06,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,878000
12456,К293ХМ_44,LADA (ВАЗ) 2121 (4x4) I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,685000
12457,В257УН_37,Kia Optima IV,седан,автомат,передний,188,2.4,бензин,белый,1499000
12458,Е348СХ_18,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,1004000
12459,М731МК_48,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,1304000
12460,В820РУ_77,Land Rover Freelander II Рестайлинг,внедорожник,автомат,полный,150,2.2,дизель,чёрный,999000
12461,С181СС_51,Skoda Octavia III (A7) Рестайлинг,лифтбек,автомат,передний,110,1.6,бензин,серый,1340000
12462,К433КА_16,Porsche Macan I Рестайлинг,внедорожник,робот,полный,252,2.0,бензин,синий,6444000
12463,Р781МТ_83,Porsche Macan S I,внедорожник,робот,полный,340,3.0,бензин,чёрный,2778000
12464,Р219ОУ_49,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,пурпурный,1060000
12465,К949КЕ_28,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,1360000
12466,Т576КК_71,Audi A4 V (B9),седан,робот,полный,249,2.0,бензин,чёрный,870000
12467,А222НР_51,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,2339000
12468,О017МС_75,Toyota Land Cruiser 200 Series Рестайлинг 2,внедорожник,автомат,полный,249,4.5,дизель,чёрный,1069000
12469,В727СО_69,BMW 7 серии Long 740Ld xDrive VI (G11/G12),седан,автомат,полный,320,3.0,дизель,чёрный,1369000
12470,Т095СК_29,Mitsubishi Pajero Sport III,внедорожник,автомат,полный,181,2.4,дизель,чёрный,5650000
12471,К299РО_58,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,4435000
12472,К682ЕХ_31,Mercedes-Benz V-Класс XL 250 d экстра длинный II,минивэн,автомат,полный,190,2.1,дизель,чёрный,2648000
12473,Х836КУ_19,BMW 7 серии Long 740Li xDrive VI (G11/G12),седан,автомат,полный,326,3.0,бензин,чёрный,974000
12474,К619УУ_97,Mercedes-Benz S-Класс 500 V (W221) Рестайлинг,седан,автомат,полный,435,4.7,бензин,серый,1274000
12475,Т313ТН_78,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,12498000
12476,Н723РК_54,Dodge Challenger SRT Hellcat III Рестайлинг 2,купе,автомат,задний,717,6.2,бензин,чёрный,3890000
12477,О342ЕС_90,Mercedes-Benz GL-Класс 500 II (X166),внедорожник,автомат,полный,435,4.7,бензин,белый,1535000
12478,Е990ТУ_31,Subaru Forester V,внедорожник,вариатор,полный,185,2.5,бензин,серый,1085000
12479,У681ММ_63,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,серый,1385000
12480,У106ТО_41,BMW X6 M50i III (G06),внедорожник,автомат,полный,530,4.4,бензин,серый,6270000
12481,М455АМ_97,"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",седан,автомат,задний,197,2.0,бензин,чёрный,2533000
12482,Е734ВН_33,Kia Optima IV,седан,автомат,передний,188,2.4,бензин,белый,2530000
12483,Р259МН_76,"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",седан,автомат,задний,197,2.0,бензин,чёрный,1479500
12484,Х167ВВ_70,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,пурпурный,3169000
12485,К995АС_12,Nissan Qashqai II Рестайлинг,внедорожник,вариатор,полный,144,2.0,бензин,белый,1375000
12486,Н393РМ_82,Infiniti QX70,внедорожник,автомат,полный,238,3.0,дизель,чёрный,3049000
12487,М496ХТ_05,Infiniti QX60 I Рестайлинг,внедорожник,вариатор,полный,283,3.5,бензин,чёрный,1135000
12488,Х097УМ_62,BMW X6 30d II (F16),внедорожник,автомат,полный,249,3.0,дизель,чёрный,1435000
12489,Х532НК_46,Mercedes-Benz E-Класс 300 I (W124),седан,автомат,задний,147,3.0,дизель,чёрный,2108000
12490,Т079ОТ_60,Tesla Model S 60 I,внедорожник,механика,передний,123,1.6,бензин,пурпурный,2059000
12491,Н343МС_26,Hyundai Creta II,внедорожник,вариатор,передний,117,1.6,бензин,белый,3345000
12492,В465МР_77,Nissan Juke I,внедорожник,автомат,полный,143,2.0,бензин,белый,3597000
12493,О482ХН_75,Renault Kaptur I,внедорожник,автомат,полный,190,2.0,дизель,чёрный,1200000
12494,Н991АС_93,Haval H9 I Рестайлинг,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,2755000
12495,Н076КТ_55,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,1004000
12496,Е395ОМ_46,Land Rover Freelander II Рестайлинг,внедорожник,автомат,полный,150,2.2,дизель,чёрный,999000
12497,С341УК_40,Skoda Octavia III (A7) Рестайлинг,лифтбек,автомат,передний,110,1.6,бензин,серый,1340000
12498,М391ВС_17,Porsche Macan I Рестайлинг,внедорожник,робот,полный,252,2.0,бензин,синий,6444000
12499,Т758СО_25,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,870000
12500,Х933НО_68,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,белый,1060000
12501,С805НС_05,Honda Accord Type-S Type S VIII,седан,автомат,передний,201,2.4,бензин,синий,1360000
12502,Р859АМ_30,Kia Optima IV,седан,автомат,передний,188,2.4,бензин,белый,685000
12503,Х642МК_65,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,1375000
12504,А483ОХ_44,BMW 5 серии Gran Turismo 535d xDrive VI (F10/F11/F07),лифтбек,автомат,полный,300,3.0,дизель,чёрный,1069000
12505,Р722АО_72,Volkswagen Passat B7,седан,робот,передний,152,1.8,бензин,чёрный,1369000
12506,Н951НУ_26,Hyundai Solaris I,седан,механика,передний,123,1.6,бензин,чёрный,1475000
12507,У045ТВ_49,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,синий,878000
12508,М279ХМ_99,Mercedes-Benz S-Класс 500 V (W221) Рестайлинг,седан,автомат,полный,435,4.7,бензин,серый,579000
12509,А105АК_88,Chevrolet Cruze I Рестайлинг,хэтчбек,автомат,передний,109,1.6,бензин,белый,974000
12510,О240ВУ_67,Audi A4 V (B9),седан,робот,полный,249,2.0,бензин,чёрный,1274000
12511,У845КУ_69,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,чёрный,1535000
12512,У781ОН_01,Volkswagen Passat B8,седан,робот,передний,180,1.8,бензин,чёрный,665000
12513,В360ХТ_47,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,2339000
12514,Е930КЕ_46,BMW X6 M50i III (G06),внедорожник,автомат,полный,530,4.4,бензин,серый,1085000
12515,С753ХО_35,Skoda Yeti I,внедорожник,робот,передний,105,1.2,бензин,белый,1385000
12516,Е735ТЕ_70,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,чёрный,1585000
12517,А412МК_77,LADA (ВАЗ) 2121 (4x4) Рысь I Рестайлинг,внедорожник,механика,полный,83,1.7,бензин,синий,299000
12518,У262ЕУ_87,BMW 8 серии Gran Coupe 840d xDrive II (G14/G15/G16),седан,автомат,полный,320,3.0,дизель,чёрный,649000
12519,Т644УВ_00,Subaru Impreza WRX II,универсал,механика,полный,225,2.0,бензин,синий,1479500
12520,Н418АХ_89,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,пурпурный,519000
12521,М720КТ_05,Hyundai ix35 I,внедорожник,автомат,передний,150,2.0,бензин,чёрный,7293000
12522,Х886РН_43,Hyundai H-1 II Рестайлинг,минивэн,механика,задний,116,2.5,дизель,чёрный,520000
12523,У340ВР_62,Audi A8 Long III (D4),седан,автомат,полный,372,4.2,бензин,чёрный,1135000
12524,К139СА_60,Opel Astra J Рестайлинг,хэтчбек,автомат,передний,115,1.6,бензин,чёрный,1435000
12525,В239УТ_02,Volvo XC90 I Рестайлинг,внедорожник,автомат,полный,185,2.4,дизель,чёрный,870000
12526,Н083АВ_91,Nissan X-Trail I Рестайлинг,внедорожник,автомат,полный,165,2.5,бензин,чёрный,1499000
12527,С325ОА_70,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,пурпурный,1454000
12528,О372МХ_19,Nissan X-Trail III,внедорожник,вариатор,полный,144,2.0,бензин,чёрный,755000
12529,Х981ХС_80,Dodge Challenger SRT Hellcat III Рестайлинг 2,купе,автомат,задний,717,6.2,бензин,чёрный,1195000
12530,Х311ТТ_71,Peugeot 206,седан,механика,передний,75,1.4,бензин,чёрный,695000
12531,В436УК_95,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,1004000
12532,Р674ТО_26,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,1304000
12533,К152КР_91,Land Rover Freelander II Рестайлинг,внедорожник,автомат,полный,150,2.2,дизель,чёрный,999000
12534,Х774ВО_28,Skoda Octavia III (A7) Рестайлинг,лифтбек,автомат,передний,110,1.6,бензин,серый,1340000
12535,Т629АК_04,Porsche Macan I Рестайлинг,внедорожник,робот,полный,252,2.0,бензин,синий,6444000
12536,Х100НР_46,Ford Focus II,седан,механика,передний,145,2.0,бензин,синий,299000
12537,Н237ВС_66,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,белый,1060000
12538,Н354ВР_95,Mercedes-Benz GL-Класс 500 II (X166),внедорожник,автомат,полный,435,4.7,бензин,белый,1360000
12539,Т795ВМ_13,BMW X6 M50i III (G06),внедорожник,автомат,полный,530,4.4,бензин,серый,2533000
12540,Н093МУ_59,Subaru Impreza WRX II,универсал,механика,полный,225,2.0,бензин,синий,520000
12541,М923ОУ_40,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,пурпурный,1069000
12542,С155РО_49,Nissan Teana II Рестайлинг,седан,вариатор,полный,167,2.5,бензин,чёрный,1369000
12543,Х529УУ_59,Nissan Murano I (Z50),внедорожник,вариатор,полный,234,3.5,бензин,чёрный,870000
12544,В820МО_21,BMW 5 серии 520d xDrive VII (G30/G31),седан,автомат,полный,190,2.0,дизель,чёрный,474000
12545,Х802ХР_32,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,2926000
12546,О302ЕТ_01,BMW 7 серии Long 740Ld xDrive VI (G11/G12),седан,автомат,полный,320,3.0,дизель,чёрный,974000
12547,Р730ВТ_10,Mercedes-Benz S-Класс 500 V (W221) Рестайлинг,седан,автомат,полный,435,4.7,бензин,серый,1274000
12548,М501РК_29,Mercedes-Benz 190 (W201),седан,механика,задний,105,2.0,бензин,чёрный,4435000
12549,А222КН_57,Hyundai Creta II,внедорожник,автомат,передний,123,1.6,бензин,серый,1535000
12550,Е148СУ_21,BMW 5 серии Gran Turismo 535d xDrive VI (F10/F11/F07),лифтбек,автомат,полный,300,3.0,дизель,чёрный,88000
12551,М157ТР_97,Infiniti QX80 I,внедорожник,автомат,полный,405,5.6,бензин,чёрный,1085000
12552,К964УА_60,Suzuki Grand Vitara III,внедорожник,механика,полный,140,2.0,бензин,серый,1385000
12553,М658ТН_14,Hyundai Creta II,внедорожник,механика,передний,123,1.6,бензин,пурпурный,1475000
12554,К306МК_66,Volkswagen Polo V Рестайлинг,седан,механика,передний,90,1.6,бензин,синий,2576000
12555,Р294НН_50,"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",седан,автомат,задний,197,2.0,бензин,чёрный,649000
12556,М360НТ_41,Subaru Forester V,внедорожник,вариатор,полный,185,2.5,бензин,серый,1479500
12557,О746НМ_51,Hyundai Creta II,внедорожник,механика,полный,121,1.6,бензин,пурпурный,535000
